title,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Admin Officer/เจ้าหน้าที่ธุรการ (การตลาด),"2power (Thailand) Co.,Ltd.",Bangkapi,High School Certificate,N/A,Full Time,Wholesale,Admin & HR,14500
Assistant Accounting Manager,"grasia Bangkok Co., Ltd.",Klongtoey,Degree,2 years,Full Time,Advertising,Operation,25000
Sales Representative,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Marketing Services,Marketing,27500
Accounting / Finance Officer  (2 Positions)/พนักงานบัญชี,ITALTHAI Group / Chaophaya Development Corporation Limited,Sampantawong,Degree,N/A,"Full Time, Permanent",Catering,Accounting,20500
Application Specialist (BMT024),"Biomedia (Thailand) Co., Ltd.",Bangyai,Degree,1 year,"Full Time, Permanent",Manufacturing,Sales,25000
Senior Strategic Marketing Executive/เจ้าหน้าที่กลยุทธ์การตลาดระดับสูง,"Nana Fruits Co., Ltd.",Jatuchak,Master,3 years,Full Time,Manufacturing,Media & Advertising,40000
Technical Manager,Vinarco Services (Thailand) Limited,Jatuchak,Degree,7 years,"Full Time, Permanent",Electronic,Electrical,105000
Country Manager (Bangkok),"The Hive Bangkok Co., Ltd.",Wattana,Degree,5 years,Full Time,Catering,Management,62500
Call Center Team leader (45k,Adecco Engineering & IT,Huaykwang,Degree,3 years,Full Time,Human Resources Management,Sales,50000
Software Developer (C# .NET) – 2 Positions (Junior and Senior levels)/โปรแกรมเมอร์,"Adaptivate Corporation (Thailand) Co., Ltd.",Wattana,Degree,N/A,Full Time,Information Technology,Information Technology (IT),50000
HR Onsite,"Skillpower Services (Thailand) Co., Ltd.",Klongtoey,Degree,1 year,"Contract, Full Time",Mass Transportation,Clerical Support,18000
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Sales,27500
Business Development Manager/ผู้จัดการฝ่ายพัฒนาธุรกิจแฟรนไชส์,Singer Thailand Public Company Limited,Bangrak,Degree,5 years,Permanent,Electronics,CS & Business Devpt,105000
เจ้าหน้าที่บัญชี (ประจำสำนักงานใหญ่),"PPM Management Co., Ltd.",Wattana,Degree,2 years,Full Time,Service,Others,25000
Sales Assistant,Expressions Parfumées,Wattana,Not Specified,Not Specified,Full Time,Paper,CS & Business Devpt,27500
Accounting Manager,"Bricks&UK (Thailand) Co., Ltd.",Wattana,Degree,5 years,Full Time,Tax Services,General Accounting,57500
Software Engineer,"Step Solutions Co., Ltd.",Meenburi,Degree,N/A,"Full Time, Permanent",Engineering - Electrical,Telecommunication,30000
Art Director,Beautrium Company Limited,Pathumwan,Degree,5 years,Full Time,Health & Beauty Care,Multi-media,50000
Clinical Specialist (Medical Device and Cosmedical Product)/เจ้าหน้าที่พัฒนาผลิตภัณฑ์เครื่องมือแพทย์และเวชสำอาง,"Technicalbiomed Co., Ltd./บริษัท เทคนิคอลไบโอเมด จำกัด",Wangthonglang,Degree,N/A,"Full Time, Permanent",Pharmaceutical,Life Science,25000
Planning Supervisor (Chemical Engineer)/หัวหน้าแผนกวางแผนการผลิต,JAC Recruitment Eastern Seaboard,Rayong,Degree,3 years,"Full Time, Permanent",Petrochemical,Procurement,42500
Sales Executive (Exp. Selling any products / Welcome New Graduate),"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Chemical,Technical Sales,22500
Sales & Operation (เจ้าหน้าที่ฝ่ายขายและประชาสัมพันธ์ทัวร์ต่างประเทศ),"Avenue Inter Travel Group Co., Ltd.",Bangrak,Degree,N/A,"Full Time, Permanent",Travel Agency,CS & Business Devpt,20500
Business Development Executive / เจ้าหน้าที่ขาย,Managerial Excellence,Klongtoey,Degree,N/A,"Full Time, Permanent",Wholesale,Account Servicing,22500
Accountant (Chinese or English speaker),"In Chern Trading Co., Ltd.",Samutprakarn > Muang,Degree,2 years,Full Time,Wholesale,Accounting,50000
Game Developer (Unity),"Chilindo Co., Ltd.",Wattana,Degree,3 years,"Full Time, Permanent",Information Technology,Programming,80000
Senior / Recruitment Consultant(Good Commission Payout/ Basic Salary Nego/Emquartier/Immediate!!),"Linktrix (Thailand) Co., Ltd.",Wattana,Degree,1 year,Full Time,Consultancy,Recruitment,50000
Sr.Trainer / Asst. Trainer Manager(3 Positions),MOCAP Limited,Rajthevee,Degree,3 years,"Full Time, Permanent",Information Technology,Sales,32500
Industrial Engineer 2 position/วิศกรการผลิต,Menam Stainless Wire Public Company Limited,Bangplee,(N/A),N/A,"Full Time, Permanent",Industrial Machinery,Industrial,27500
National Sales Executive/เจ้าหน้าที่บริหารงานขาย,iPick Marketing Thailand/iPick การตลาด,Bangkok,Not Specified,Not Specified,"Contract, Freelance, Full Time, Part Time, Permanent, Temporary",Advertising,CS & Business Devpt,32500
Production Supervisor (Wangnoi Factory)/หัวหน้าผู้ควบคุมงานฝ่ายผลิต,Tipco Foods Public Company Limited,Ayutthaya,Degree,1 year,"Full Time, Permanent",Food and Beverage,Food Science,25000
Accounting Staff/ พนักงานบัญชี,"Poon Sisters Co., Ltd.",Wattana,Degree,1 year,"Full Time, Permanent",Wholesale,Others,22500
ACCOUNT EXECUTIVE / SENIOR ACCOUNT EXECUTIVE / ACCOUNT MANAGER,"Communication One Co., Ltd.",Huaykwang,Degree,1 year,Permanent,Advertising,Public Relations,32500
Asset Controller (Wattana),Kelly Services,Wattana,Degree,1 year,"Full Time, Permanent",Medical,Transportation & Logistics,22500
Market Executive (Mandarin speaking),"Ctrip (Thailand) Co., Ltd.",Dindaeng,Degree,N/A,"Contract, Full Time, Permanent",Tourism,Clerical Support,32500
Brand Manager,"Thai Outdoor Sport Co., Ltd.",Pathumwan,Not Specified,Not Specified,Full Time,Retail,Product Management,87500
Sales Executive (Horticulture),"Eseco (Thai) Co., Ltd.",Chachoengsao,Degree,3 years,"Full Time, Permanent",Petrochemical,Sales Management,35000
Shop Supervisor (Premium Oral Care Shop)/ผู้ช่วยผู้จัดการร้าน,"Poon Sisters Co., Ltd.",Bangplee,Degree,2 years,"Full Time, Permanent",Wholesale,Retail Sales,30000
HR/ Administrator,"You And Earth System Co., Ltd.",Sathorn,Degree,2 years,Full Time,Graphic Design,Clerical Support,25000
Night Shift Operations Executive,Gullivers Travel Associates (Thailand) Ltd.,Pathumwan,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Tourism,F & B,22500
QA Automate Lead,JAC International,Bangkok,Degree,4 years,"Full Time, Permanent",Information Technology,Information Technology (IT),72500
Interior Designer,"PHROMLIKHIT LUCK CO., LTD./บริษัท พรหมลิขิต ลัค จำกัด",Suanluang,Not Specified,2 years,"Full Time, Permanent",Architecture,Retail Sales,20500
Environment Health & Safety,"IHARANIKKEI CHEMICAL (THAILAND) CO., LTD.",Rayong,Not Specified,Not Specified,Permanent,Chemical,Environmental,37500
Senior Secretary / Personal Assistant,Southeast Insurance Public Company Limited,Bangrak,Degree,8 years,"Full Time, Permanent",Pension Funding,Administration,50000
Sale Executive,"ASIA PACIFIC PAPER CO., LTD.",Bangkok,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Retail,CS & Business Devpt,25500
Team Assistant,"NAPASORN SERVICE GROUP CO., LTD.",Huaykwang,Degree,> 20,Contract,Human Resources Management,Personal Assistant,23000
Website Developer Officer/เจ้าหน้าที่พัฒนาเว็บไซต์,"App-Bit Studio Co., Ltd./บริษัท แอพบิท สตูดิโอ จำกัด",Bangkor-laem,Degree,1 year,"Full Time, Permanent",Marketing Services,Programming,22500
Call Center (Customer Representative) / เจ้าหน้าที่บริการลูกค้าทางโทรศัพท์,FedEx Express,Klongtoey,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Shipping,Others,22500
Sales Representative ( Event Channel ),"Ultimate International Marketing Co.,Ltd.",Bangkok,Degree,N/A,"Contract, Full Time",Advertising,Marketing,25000
Brand Management Supervisor (CLMV),"Skillsolved Recruitment Co., Ltd.",Bangkok,Degree,Not Specified,Full Time,Catering,Product Management,62500
Graphic Designer,"In Chern Trading Co., Ltd.",Bangplee,(N/A),N/A,Full Time,Wholesale,Journalism,23000
Sales and Marketing Assistant,"Skillpower Services (Thailand) Co., Ltd.",Dindaeng,Degree,1 year,Permanent,Pharmaceutical,Marketing,25000
Compliance,Dhipaya Insurance Company Limited,Yannawa,Degree,1 year,Full Time,Insurance,Legal & Compliance,27500
Sale Executive,"NPT Chain Solution Co., Ltd.",Klongtoey,Degree,3 years,"Full Time, Permanent",Freight Forwarding,Transportation & Logistics,25000
ผู้ควบคุมงานอาวุโส,"Crystal Realty Co., Ltd.",Chonburi,Diploma of High Vocational Education,3 years,Permanent,Property Development,Building & Construction,27500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising,Marketing,27500
หัวหน้านักเทคนิคการแพทย์/หัวหน้านักเทคนิคการแพทย์,"Thamsoonthorn Medical Center Co., Ltd.",Ratburana,Degree,3 years,Full Time,Medical,Medical Services,30000
Senior Software Engineer,JAC International,Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,Programming,62500
Accounting Manager,"Bricks&UK (Thailand) Co., Ltd.",Wattana,Degree,5 years,Full Time,Accounting,Accounting,57500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Marketing Services,Marketing,27500
Sales Consultant (Super Car),Adecco Engineering & IT,Bangkok,Degree,3 years,"Full Time, Permanent",Consultancy,Sales,22500
Assistant Management Accounting Manager,"Staffers Recruitment Consultants Co., Ltd.",Bangkok,Not Specified,Not Specified,Full Time,Audit,Accounting,40000
Creative Designer,"Demo Power (Thailand) Co., Ltd.",Rajthevee,Not Specified,Not Specified,Full Time,Advertising,Media & Advertising,32500
Personal Assistant/Digital Projects Assistant to Managing Director,"Germing Frey, Hotels & Resorts PCC",Wattana,Degree,5 years,"Full Time, Part Time, Permanent",Hospitality,Hospitality,30000
Software Quality Assurance Engineer,Amadeus Asia Ltd.,Wattana,Not Specified,4 years,Permanent,Information Technology,Information Technology (IT),45000
salesmarketing Online/ขายและการตลาด Online,"Tekster Global Co., Ltd.",lamlookka,Degree,2 years,Full Time,Wholesale,Sales,30000
Sales Manager / ผู้บริหารงานขาย 3 อัตรา,CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Degree,3 years,"Full Time, Permanent",Retail,CS & Business Devpt,27500
Customer Service Executive (VERY URGENT! ),"Aramex (Thailand) Co., Ltd.",Wattana,Degree,N/A,Full Time,Others,No Experience,25500
Club Services Coordinator (Customer Services,Anantara Vacation Club,Bangkok,High School Certificate,1 year,"Full Time, Permanent",Catering,Hospitality,50000
Sales Engineer,"Sirayooth Co., Ltd./บริษัท ศิรายุทธ จำกัด",Kannayao,Degree,N/A,Permanent,Mechanical,Technical Sales,20500
Import/Export & BOI Manager ( 110,"Skillpower Services (Thailand) Co., Ltd.",Rayong,Degree,5 years,"Full Time, Permanent",Mechanical,Transportation & Logistics,105000
Human Resources Recruitment,"Carenet and Business Management Recruitment Co., Ltd.",Beungkum,Degree,1 year,Contract,Telecommunication,Executive Search,22500
Copywriter / Editor,"Ctrip Computer Technology (Shanghai) Co., Ltd",Overseas,Not Specified,Not Specified,Full Time,Travel Agency,Copy-writing,95000
Customer Support / English Speaker,IT BUSINESS SOLUTIONS SDN BHD (KUALA LUMPUR - MALAYSIA)/บริษัทไอทีบิซิเนสโซลูชั่น,Overseas,Diploma of High Vocational Education,N/A,"Contract, Full Time",Others,Clerical Support,27500
FINANCE PLANNING / MANUFACTURING / PROJECT FINANCIAL / BUSINESS ANALYSIS,Cosmo Group Public Company Limited,Prakanong,Degree,2 years,"Full Time, Permanent",Jewellery,Analysis,62500
Sales Executive/พนักงานขาย,S.K.J.Industries Company Limited,Wangthonglang,Degree,1 year,"Contract, Full Time",Plastic,CS & Business Devpt,22500
Sales & Marketing 5 Positions /พนักงานขาย,"RICHWISE MARKETING CO., LTD./บริษัท ริชไวส์มาร์เก็ตติ้ง จำกัด",Bangkok Area - Nakornpatom,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Wholesale,Marketing General,14500
Corporate Secreatry,Synnex (Thailand) Public Company Limited,Ladprao,Degree,5 years,Full Time,Trading and Distribution,GM,27500
Production Engineer at Bangchan Industrial Estate (2 Positions),JAC International,Kannayao,Degree,3 years,Permanent,Manufacturing,Engineering,30000
Sales Representative,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Sales,27500
PROJECT LEAD,"Draycir Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Information Technology,IT Project Management,57500
International Sales (30K,"Index Living Mall Co., Ltd.",Bangkhuntien,Degree,3 years,Full Time,Retail,Sales,50000
Engineer Management Trainee (Bachelor Degree in Mechanical or Industrial Engineer),"Smartcruit Consultant Co., Ltd.",Bangkhuntien,Degree,N/A,"Full Time, Permanent",Chemical,No Experience,25000
ช่างเย็บผ้าประจำ/ช่างเย็บผ้าประจำ,Namdang Araibanmo Ordinary Partnership,Samutprakarn > Muang,Not Specified,Not Specified,"Contract, Full Time, Part Time, Permanent",Others,Others,11500
Key Account Executive NIVEA / Eucerin,"Beiersdorf (Thailand) Co., Ltd.",Sathorn,Degree,1 year,"Full Time, Permanent",Health & Beauty Care,Sales,30000
Sales Engineer : 1 Person / Sales : 1 Person,"ACCRETECH (THAILAND) CO., LTD.",Bangkok Area - Samutprakarn,Degree,3 years,"Full Time, Permanent",Industrial Machinery,Sales,27500
Packaging Artworker (Finished Artist),"GROUP24/7 Worldwide (Thailand) Co., Ltd.",Bangkapi,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Printing,Production,27500
Sales Manager,InStat Limited,Bangkok,Not Specified,Not Specified,Full Time,Sports,Sales Management,37500
Product Manager,"Amed International Group Co., Ltd.",Dindaeng,Degree,N/A,"Full Time, Permanent",Health & Beauty Care,Health,52500
EES Temporary Staff ( support EES Team),"Skillpower Services (Thailand) Co., Ltd.",Pathumwan,Not Specified,Not Specified,Contract,Human Resources Management,Admin & HR,22500
