title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Accounting Officer (Urgent Required),Entry Level,Manarco Recruitment Limited,Bangkok,Degree,2 years,"Full Time, Permanent",Manufacturing,Accounting > General Accounting,25000
Forklift Driver,Entry Level,Linfox Transport (Thailand) Ltd./ลินฟ้อกซ์ ทรานสปอร์ต (ประเทศไทย) จำกัด,Chonburi,High School Certificate,3 years,"Contract, Full Time, Permanent",Freight Forwarding / Delivery / Shipping,Transportation & Logistics > Inventory / Warehousing,11500
Retail Assistant ( Souvenir Salesperson )  (Siam Paragon/Siam Discovery)/พนักงานขายสินค้าที่ระลึก (สยาม พารากอน),"","",Pathumwan,(N/A),1 year,"Contract, Full Time, Permanent",Entertainment / Recreation,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Retail Sales , Others > Student / Fresh Graduate / No Experience",18000
Civil Engineer/Site Engineer,"",Double A (1991) Public Company Limited,Chachoengsao,Degree,N/A,"Full Time, Permanent",Manufacturing,"Building & Construction > Building / Construction / QS , Building & Construction > Civil / Structural",27500
เจ้าหน้าที่บุคคล,"",Land and Houses Public Company Limited,Sathorn,Degree,3 years,Full Time,Property Development,Admin & HR > Employee Relations,20500
Accounting Officer/เจ้าหน้าที่บีญชี,"",Murakami Corporation (Thailand) Ltd.,Wattana,Degree,1 year,"Full Time, Permanent",Motor Vehicles,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",22500
Sales Assistant/พนักงานขาย,"","THE OBJECT ROOM CO., LTD.",Klongtoey,Not Specified,Not Specified,Full Time,Wholesale / Retail,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Others",20500
Designer 3D event & exhibition,Entry Level,"P4 Able Co., Ltd./บริษัท พีโฟร์เอเบิล จำกัด",Ladprao,Degree,N/A,Permanent,Interior Design / Graphic Design,"Design > Graphics , Design > Others , Others > Student / Fresh Graduate / No Experience",25000
Javascript Full,"","IApp Technology Co., Ltd.",Klongluang,Degree,N/A,"Contract, Full Time, Internship, Part Time",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Testing / QA",32500
Senior Sales Executive Personal Care,Middle,BASF - Asia Pacific,Klongtoey,Degree,5 years,Full Time,Chemical / Plastic / Paper / Petrochemical,"Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Sales, CS & Business Devpt > Wholesale",62500
Marketing Communication/นักการสื่อสารทางการตลาด,"",Sphere Agency,Bangrak,Degree,2 years,Full Time,Advertising / Public Relations / Marketing Services,"Media & Advertising > Strategic Planning , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",22500
Creative,"","OpenDurian Co., Ltd.",Jatuchak,(N/A),Not Specified,Permanent,Education,"Education > Others , Marketing / Public Relations > Marketing Communication , Marketing / Public Relations > PR General",32500
Human Resource and Administration Officer,"","Daika (Thai) Inc., Ltd.",Sathorn,Degree,2 years,Full Time,Trading and Distribution,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Recruitment / Executive Search",35000
Sales Specialist ***Urgent Required*** (5 Positions),Entry Level,"M3 Technologies (Thailand) Co., Ltd./บริษัท เอ็ม3 เทคโนโลยีส์ (ประเทศไทย) จำกัด",Wattana,Degree,N/A,"Full Time, Permanent",Others,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",18000
Electrician,"",JAC AYUTTHAYA,Ayutthaya,Diploma of High Vocational Education,2 years,Full Time,Electronics / Electrical Equipment,"Engineering > Electrical / Electronics , Manufacturing > Others",16500
Brand Manager/Marketing Manager,"","East Enterprises Co., Ltd.",Wattana,Not Specified,Not Specified,Full Time,Trading and Distribution,Marketing / Public Relations > Brand / Product Management,57500
Service Engineer (Robots),"",JAC International,Bangkok,Degree,1 year,Permanent,Industrial Machinery / Automation Equipment,"Engineering > Electrical / Electronics , Engineering > Maintenance , Engineering > Others",30000
Senior HRD Manager,"","J.S.Technical Services Co., Ltd.",Bangkok,Master,10 years,Permanent,Architecture / Building / Construction,"Admin & HR > Others , Admin & HR > Employee Relations , Admin & HR > Training & Development",105000
Digital Marketing Strategy Planner,"","Nipa Technology Co., Ltd./บริษัท นิภา เทคโนโลยี จำกัด",Bangrak,Degree,Not Specified,Permanent,Advertising / Public Relations / Marketing Services,Marketing / Public Relations > Management,25000
เจ้าหน้าที่จัดซื้อทั่วไปต่างประเทศ / Oversea Procurement Staff  ( Urgently Required ),Entry Level,"D.T.C. Enterprise Co., Ltd.",Bangna,Degree,1 year,Full Time,Engineering - Electrical / Electronic / Mechanical,"Merchandising & Purchasing > Industrial , Merchandising & Purchasing > Merchandising - Others , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",23000
SAP Data Support Analyst,"","Skillpower Services (Thailand) Co., Ltd.",Bangrak,Degree,1 year,"Full Time, Permanent",Human Resources Management / Consultancy,"Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > MIS , Information Technology (IT) > IT Consulting",45000
Administrator (Examination service),"","Skillpower Services (Thailand) Co., Ltd.",Pathumwan,Degree,1 year,"Contract, Full Time, Temporary",Education,Admin & HR > Administration / Operation / Clerical Support,22500
Facility Engineer,"",ESSENTRA LIMITED,Bangkhuntien,Degree,3 years,Permanent,Others,"Engineering > Electrical / Electronics , Engineering > Industrial , Engineering > Mechanical",30000
Sales Executive,"","East Enterprises Co., Ltd.",Wattana,Not Specified,Not Specified,Full Time,Trading and Distribution,"Sales, CS & Business Devpt > Sales Management",30000
HR supervisor (32k),Not Specified,"Skillpower Services (Thailand) Co., Ltd.",Sathorn,Not Specified,Not Specified,Full Time,Wholesale / Retail,Admin & HR > Recruitment / Executive Search,32500
Project Coordinator,"","VOCA Building Materials Co., Ltd.",Huaykwang,Diploma of High Vocational Education,3 years,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management",22500
Production Engineer/วิศวกรผลิต,Entry Level,"OHIZUMI MFG (THAILAND) CO., LTD.",Chonburi,Degree,> 20,Permanent,Electronics / Electrical Equipment,Manufacturing > General / Production,22500
Graphic Designer / VDO EDITOR,Entry Level,"Skin Revolution Co., Ltd.",Ladprao,(N/A),N/A,Permanent,Health & Beauty Care,"Design > Graphics , Design > Industrial / Product , Design > Multi-media",20500
Asset Controller (Wattana),"",Kelly Services,Wattana,Degree,1 year,"Full Time, Permanent",Medical / Pharmaceutical,"Transportation & Logistics > Freight Forwarding , Transportation & Logistics > Shipping , Sales, CS & Business Devpt > Sales Management",22500
Production Shift Manager 60,Top,ManpowerGroup Thailand - ESB,Rayong,Degree,7 years,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Engineering > Industrial , Engineering > Manufacturing & Production , Manufacturing > General / Production",80000
Call Center Complaint Management,Middle,Power Plus Marketing Service Company Limited.,Nonthaburi > Muang,Degree,1 year,Full Time,General Business Services,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Call Centre , Sales, CS & Business Devpt > Customer Service",27500
Graphic Designer/เจ้าหน้าที่กราฟฟิคดีไซน์,"","Kornbadin Intertrade Co., Ltd.",Huaykwang,Degree,N/A,"Contract, Full Time, Permanent",Information Technology,"Media & Advertising > Strategic Planning , Design > Graphics , Information Technology (IT) > Network & System",30000
Credit Analyst,Entry Level,"J.S.Technical Services Co., Ltd.",Pathumwan,Not Specified,Not Specified,Full Time,Financial Services,"Banking / Finance > Analysis , Banking / Finance > Credit Analysis / Approval , Banking / Finance > Financial Services",30000
วิศวกรควบคุมงาน Civil Road,"",NU CONNEXION COMPANY LIMITED,Songkhla,Degree,1 year,"Contract, Full Time",Architecture / Building / Construction,"Building & Construction > Building / Construction / QS , Engineering > Others",27500
Software Developer/นักพัฒนาซอฟต์แวร์,Entry Level,"EIJI SKIN EXPERT CO., LTD.",Others,Degree,N/A,Full Time,Health & Beauty Care,Information Technology (IT) > Programming / Software Development,14500
Accountant,Middle,"Masuvalley and Partners Co., Ltd.",Wattana,Degree,2 years,"Contract, Full Time, Permanent",Legal Services,Accounting > General Accounting,25000
Sr.Trainer / Asst. Trainer Manager(3 Positions),"",MOCAP Limited,Rajthevee,Degree,3 years,"Full Time, Permanent",Information Technology,"Sales, CS & Business Devpt > Call Centre , Admin & HR > Training & Development",32500
System Analyst    ด่วน !!,Middle,"Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > MIS",37500
Online Marketing/เจ้าหน้าที่การตลาด,"","SKOOTAR BEYOND CO., LTD.",Wattana,Degree,2 years,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping,"Media & Advertising > Strategic Planning , Marketing / Public Relations > Management , Marketing / Public Relations > Marketing General",30000
HR Supervisor/หัวหน้าแผนกบุคคล&ธุรการ,Middle,"GEMS PAVILION CREATION CO., LTD.",Bangrak,Degree,5 years,Full Time,Jewellery / Gems / Watches,"Admin & HR > Employee Relations , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",30000
Translator ( Malay To Thai ),Middle,STS MASTER RESOURCES SDN BHD,Bangkapi,Degree,1 year,"Full Time, Permanent",Information Technology,Others > Others,18000
Engineer Technical Automotive 1 Position (Bangkok),"","Sumitomo Rubber (Thailand) Co., Ltd.",Bangna,Degree,1 year,Permanent,Motor Vehicles,"Engineering > Chemical , Engineering > Industrial , Engineering > Mechanical",22500
HR MANAGER,"",JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,5 years,"Full Time, Permanent",Human Resources Management / Consultancy,"Admin & HR > Compensation & Benefits , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",67500
International School Principal,Top,Q Hunter Company Limited,Talingchan,Degree,10 years,Full Time,Education,"Education > Others , Management > General Management",105000
IT Programmer,"",Winner Group Enterprise Public Company Limited,Sathorn,Degree,N/A,"Full Time, Permanent",Trading and Distribution,"Engineering > Others , Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",45000
IT Technician/Engineer – Desktop/Server Support,Middle,"DELIVERY INTERNATIONAL THAI CO., LTD./บริษัท ดิลีเวอรี่ อินเตอร์เนชั่นแนล ไทย จำกัด",Chonburi,Degree,2 years,"Full Time, Permanent",Information Technology,"Engineering > Others , Information Technology (IT) > Support , Information Technology (IT) > Network & System",32500
Customer Support Executive (Native Thai Speaker) @ Kuala Lumpur/ฝ่ายบริการลูกค้าสัมพันธ์ (ทำงานที่ประเทศมาเลเซีย),"",SELLBYTEL Services Malaysia Sdn Bhd,Overseas,Degree,1 year,"Contract, Full Time, Permanent",Telecommunication,"Sales, CS & Business Devpt > Customer Service",30000
หัวหน้างาน/หัวหน้าช่าง,Senior,"Eastiny Co., Ltd.",Chonburi,Diploma of High Vocational Education,2 years,Permanent,Hospitality / Catering,Hospitality / F & B > F & B,16500
Key Account Supervisor,Middle,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,Prakanong,Degree,3 years,"Full Time, Permanent",Trading and Distribution,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Channel / Distribution",30000
