title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Sales Executive (Trading)/Sales Executive,"","Asian Leaders Career Recruitment Co., Ltd.",Klongtoey,Degree,N/A,Full Time,Human Resources Management / Consultancy,"Engineering > Electrical / Electronics , Engineering > Manufacturing & Production , Sales, CS & Business Devpt > Account Servicing",37500
System Engineer,Middle,RTS(2003) Company Limited,Bangkok,Degree,2 years,Full Time,Information Technology,"Information Technology (IT) > Hardware , Information Technology (IT) > Security , Information Technology (IT) > Network & System",32500
Customer Service แม่สาย,Entry Level,NEXTEC CONSTRUCTION AND DESIGN COMPANY LIMITED,Chiang Rai,Diploma of High Vocational Education,N/A,"Full Time, Permanent","Engineering - Building, Civil, Construction / Quantity Survey","Sales, CS & Business Devpt > Customer Service , Marketing / Public Relations > PR General",13000
Secretary to Board of Directors/เลขานุการบริษัท,"","Cheer Group Holdings Co., Ltd./บริษัท เชียร์ กรุ๊ป โฮลดิ้งส์ จำกัด",Bangkok Area - Nakornpatom,Degree,5 years,"Full Time, Permanent",Food and Beverage / Catering,"Admin & HR > Secretary / Personal Assistant , Professional Services > Business Analysis / Data Analysis , Management > General Management",37500
Marketing Manager,"","Forbest Properties Co., Ltd.",Sathorn,Degree,5 years,Full Time,Health & Beauty Care,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Sales, CS & Business Devpt > Sales Management",32500
Sales Representative (English or Chinese speaking)/พนักงานขาย,Entry Level,"KIN LONG HARDWARE (THAILAND) CO., LTD.",Klongtoey,Degree,N/A,"Contract, Full Time, Permanent","Engineering - Building, Civil, Construction / Quantity Survey","Building & Construction > Building / Construction / QS , Engineering > Engineering Project Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",27500
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Graphic Designer (Urgent),Entry Level,"Sunday Ins Co., Ltd.",Bangrak,Degree,N/A,Full Time,Insurance / Pension Funding,Design > Graphics,27500
Buyer Manager (Medical Product&Life Stye),"","SAVE DRUG Center Co., Ltd./ร้านยาเซฟดรัก",Huaykwang,Degree,3 years,Full Time,Wholesale / Retail,Merchandising & Purchasing > Procurement / Purchasing / Sourcing,50000
Sales Executive,"","ENZYMEZ CO., LTD.",Bangkoknoi,Degree,1 year,Full Time,Information Technology,"Sales, CS & Business Devpt > Direct",22500
Programmer Java/นักพัฒนาระบบ,Entry Level,"River Park Consultant Co., Ltd.",Bangkor-laem,Degree,3 years,"Contract, Permanent",Information Technology,"Engineering > Others , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Testing / QA",32500
Marketing Product,Middle,Planet Communications Asia Public Company Limited,Bangkhen,Degree,2 years,Full Time,Telecommunication,"Engineering > Telecommunication / Wireless / Radio , Marketing / Public Relations > Brand / Product Management , Telecomm > Others",37500
HR Manager / Chonburi / 60K Urgent !!,Top,"Skillpower Services (Thailand) Co., Ltd.",Chonburi,Degree,10 years,"Full Time, Permanent",Food and Beverage / Catering,Admin & HR > Administration / Operation / Clerical Support,57500
Sales Executive (2 yrs+ exp in IT,"","Smartcruit Consultant Co., Ltd.",Bangkok Area - Nonthaburi,Degree,2 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Others , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",32500
Network Engineer/ System Engineer (5+ Exp in ERP systems,"","Smartcruit Consultant Co., Ltd.",Bangkok Area - Samutprakarn,Degree,5 years,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,"Information Technology (IT) > Support , Information Technology (IT) > Security , Information Technology (IT) > Network & System",40000
Accounting Manager,"","DONGXUDA (THAILAND) CO., LTD.",Ayutthaya,Degree,Not Specified,Full Time,Industrial Machinery / Automation Equipment,Accounting > General Accounting,32500
Accounting Officer (Entertainment Business),"",Thoresen Thai Agencies Public Company Limited,Phayathai,Degree,1 year,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",23000
Senior Accounting Consultant (Up to 40k/BTS Line),Middle,"Linktrix (Thailand) Co., Ltd.",Sathorn,Degree,5 years,"Full Time, Permanent",Accounting / Audit / Tax Services,Accounting > Audit,40000
Business Development Consultant(5 days work/High Salary Package/ Emquartier),Entry Level,"Linktrix Manpower (Thailand) Co., Ltd.",Bangkok,Degree,1 year,Full Time,Human Resources Management / Consultancy,Admin & HR > Recruitment / Executive Search,40000
Assistant Trade Officer  (Urgent),"","KOTRA, Bangkok",Wattana,Degree,N/A,"Contract, Full Time, Part Time, Temporary",General Business Services,"Marketing / Public Relations > Marketing General , Marketing / Public Relations > Market Research , Sales, CS & Business Devpt > Others",27500
Sales and Marketing (Japanese Speaking),"","Jmax Recruitment Co., Ltd.",Sathorn,Degree,2 years,Full Time,Electronics / Electrical Equipment,"Marketing / Public Relations > Marketing General , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management",62500
Digital Marketing,Middle,"Step Solutions Co., Ltd.",Meenburi,Degree,N/A,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",30000
I.T. SUPPORT OFFICER/I.T. SUPPORT OFFICER,Entry Level,"ALS Laboratory Group (Thailand) Co., Ltd.",Suanluang,Degree,1 year,Full Time,Research / Survey,"Information Technology (IT) > Support , Information Technology (IT) > MIS , Information Technology (IT) > Network & System",32500
Sales Engineer (New graduate from Chemical Engineer,Entry Level,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",22500
Procurement Specialist สัญญาจ้าง 6 เดือน,Entry Level,Adecco Bangna Limited,Rayong,Degree,1 year,Contract,Human Resources Management / Consultancy,Merchandising & Purchasing > Merchandising - Others,25000
Internal Audit Department Manager,"",JAC Recruitment Thailand,Bangkok,Degree,15 years,"Full Time, Permanent",Manufacturing,"Accounting > Audit , Accounting > Others",105000
Barista,Entry Level,Forest bake/ฟอเรสเบค,Wattana,Degree,2 years,Full Time,Food and Beverage / Catering,Others > Others,18000
Account,"","Joinhands Industry Co., Ltd./บ. จอยแฮนด์ อินดัสตรี้ จำกัด",Chonburi,Diploma of High Vocational Education,2 years,Full Time,Manufacturing,Accounting > General Accounting,13000
Content Coordinator,"","Skillpower Services (Thailand) Co., Ltd.",Pathumwan,Degree,N/A,Full Time,Human Resources Management / Consultancy,"Sales, CS & Business Devpt > Customer Service , Marketing / Public Relations > PR General , Others > Student / Fresh Graduate / No Experience",22500
Distribution Sales Manager/ผู้จัดการฝ่ายขายดูแลตัวแทนจำหน่ายทั่วประเทศ,Senior,"Digital Focus Co., Ltd.",Ladprao,Degree,Not Specified,Permanent,Trading and Distribution,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Channel / Distribution , Sales, CS & Business Devpt > Sales Management",40000
Service Engineer (Robots),"",JAC International,Bangkok,Degree,1 year,Permanent,Industrial Machinery / Automation Equipment,"Engineering > Electrical / Electronics , Engineering > Maintenance , Engineering > Others",30000
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Electrical Engineer  / วิศวกรไฟฟ้า,Entry Level,"Si Q&E Co., Ltd./บริษัท ซี คิวแอนด์ อี",Jatuchak,Degree,3 years,"Contract, Full Time, Part Time, Permanent","Engineering - Building, Civil, Construction / Quantity Survey","Building & Construction > Civil / Structural , Engineering > Electrical / Electronics , Engineering > Others",27500
Business Development Manager (  100,Not Specified,"Skillpower Services (Thailand) Co., Ltd.",Overseas,Not Specified,Not Specified,Contract,Trading and Distribution,"Sales, CS & Business Devpt > Business Development",125000
บัญชี/บัญชีสถิติ,"","UNI CHANCE (THAILAND) CO., LTD.",Donmuang,Not Specified,Not Specified,"Full Time, Permanent",Health & Beauty Care,Accounting > Taxation,22500
Civil Engineer,"","RAIKOTHONG CONSTRUCTION & SERVICE CO., LTD.",Rayong,Degree,Not Specified,Permanent,"Engineering - Building, Civil, Construction / Quantity Survey",Building & Construction > Civil / Structural,27500
Mobile Application Developer,"",Revolution IT & Marketing Company Limited,Wangthonglang,Degree,1 year,Permanent,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",27500
Sales Manager,"",InStat Limited,Bangkok,Not Specified,Not Specified,Full Time,Athletics / Sports,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Direct",37500
Programmer,"","Hatari Wireless Co., Ltd.",Pathumwan,Degree,2 years,Permanent,Electronics / Electrical Equipment,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others",20500
Pastry Chef de Partie / Pastry Chef (Croissants/Puffs/Breads)/ Pastry Chef de Partie / Pastry Chef (Croissants/Puffs/Breads),"",Synova Ltd.,Bangkor-laem,Degree,3 years,"Full Time, Permanent",Food and Beverage / Catering,"Hospitality / F & B > F & B , Manufacturing > General / Production , Manufacturing > Others",35000
French/English Translator  / นักแปล/ผู้ช่วยนักแปล (ภาษาอังกฤษหรือฝรั่งเศส),"",SUKO Translation/สุขโข แปลภาษา,Northern > Others,Degree,N/A,"Full Time, Internship, Permanent",General Business Services,Professional Services > Translation,20500
Accounting Supervisor / AP (Head Office),"","FIFTH CONSULTING CO., LTD.",Bangrak,Degree,4 years,"Full Time, Permanent",Human Resources Management / Consultancy,"Accounting > General Accounting , Accounting > Taxation",27500
Senior Human Resource Officer/ Human Resource Officer (3 Positions),Entry Level,"Nexus System Resources Co., Ltd.",Suanluang,Degree,5 years,"Full Time, Permanent",Information Technology,"Admin & HR > Employee Relations , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",37500
Senior Marketing Executive/ผู้บริหารการตลาดอาวุโส,"",Bigo Technology Pte Ltd,Bangkok,Degree,3 years,"Contract, Full Time, Permanent",Information Technology,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > PR General",45000
HR & Admin Manager,"",RSM Recruitment (Thailand) Limited,Bangkok,Degree,7 years,Full Time,Human Resources Management / Consultancy,"Admin & HR > Compensation & Benefits , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",105000
Technician / ช่างเทคนิค/ซ่อมบำรุงประจำอาคาร,Not Specified,"Grand Engineering Management Co., Ltd.",Klongluang,Not Specified,Not Specified,Full Time,"Engineering - Building, Civil, Construction / Quantity Survey","Engineering > Maintenance , Others > Technician",14500
LEAD ACCOUNTANT [100K+],Senior,JAC International,Bangkok,Degree,5 years,"Full Time, Permanent",Trading and Distribution,"Accounting > General Accounting , Accounting > Audit , Accounting > Others",140000
Business Intelligence (BI) Consultant,"","Sahasedsiri Enterprise Computing Co., Ltd.",Bangna,Degree,3 years,"Full Time, Permanent",Information Technology,"Professional Services > Business Consultancy , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > IT Consulting",52500
