title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Financial & Accounting Senior Officer.,"","S and L Specialty Polymers Co., Ltd.",Rayong,Degree,3 years,"Full Time, Permanent",Plastic,Others,50000
Interior Designer / Shop Designer,"","Dedica Recruitment Co., Ltd.",Ladprao,Degree,2 years,"Full Time, Permanent",Human Resources Management,Architectural Services,25000
Human Resources Officer/เจ้าหน้าที่ฝ่ายทรัพยากรบุคคล,Entry Level,"Double Enjoy Travel Co., Ltd./บริษัท ดับเบิ้ล เอ็นจอย ทราเวล จำกัด",Beungkum,Degree,1 year,"Contract, Full Time, Permanent",Travel Agency,Employee Relations,18000
promotor/โปรโมเตอร,Entry Level,"Wine & Spirit Trading Co., Ltd.",Phuket,High School Certificate,N/A,Full Time,Food and Beverage,Customer Service,15000
Bellman / Doorman,Entry Level,Luxury Hotels & Resorts (Thailand) Ltd.,Bangkok,(N/A),N/A,"Full Time, Permanent",Catering,Others,18000
VP of Marketing,"",Page Group Thailand,Bangkok,Diploma of High Vocational Education,7 years,"Full Time, Permanent",Recreation,Marketing,105000
System Analyst (SA),"","Carenet and Business Management Recruitment Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Information Technology,DBA,37500
เจ้าหน้าที่จัดซื้อทั่วไปต่างประเทศ / Oversea Procurement Staff  ( Urgently Required ),Entry Level,"D.T.C. Enterprise Co., Ltd.",Bangna,Degree,1 year,Full Time,Electronic,Purchasing,23000
Executive Assistant /ผู้ช่วยผู้บริหาร,Entry Level,"K PERFORMANCE CO., LTD.",Bangkhen,Degree,2 years,"Full Time, Permanent",Medical,Admin & HR,18000
เจ้าหน้าที่ฝ่ายเลขานุการบริษัท,Entry Level,Energy Absolute Public Company Limited,Dindaeng,Degree,3 years,Full Time,Water,Clerical Support,25000
Purchasing Engineer (Pathum Thani),"",JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,2 years,"Full Time, Permanent",Consultancy,Engineering,30000
Sales & Marketing 5 Positions /พนักงานขาย,"","RICHWISE MARKETING CO., LTD./บริษัท ริชไวส์มาร์เก็ตติ้ง จำกัด",Bangkok Area - Nakornpatom,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Retail,Sales Management,14500
Lab Engineer / test method & specification (product/process/machine qualification),"",RSM Recruitment (Thailand) Limited,Chachoengsao,Degree,3 years,Full Time,Electronic,Engineering,35000
Business Development Officer(AE)/เจ้าหน้าที่/ผู้จัดการ ฝ่ายการพัฒนาธุรกิจ,Entry Level,"Lert Global Group Co., Ltd./บริษัท เลิศ โกลบอล กรุ๊ป จำกัด",Huaykwang,Degree,1 year,Full Time,Advertising,Business Development,50000
เจ้าหน้าที่ขายโครงการ ( พื้นที่เช่าศูนย์แฟชั่น ),"","Renova Group Co., Ltd.",Bangkae,Diploma of High Vocational Education,1 year,Permanent,Property Development,CS & Business Devpt,27500
เจ้าหน้าที่จัดซื้อทั่วไปต่างประเทศ / Oversea Procurement Staff  ( Urgently Required ),Entry Level,"D.T.C. Enterprise Co., Ltd.",Bangna,Degree,1 year,Full Time,Engineering - Electrical,Procurement,23000
R&D Engineer (ปฏิบัติงานที่นิคมอุตสาหกรรมปิ่นทอง 2 ศรีราชา ชลบุรี),Entry Level,"Thai Fuji Plastic Co., Ltd.",Chonburi,Not Specified,2 years,Full Time,Petrochemical,Manufacturing & Production,25500
Oversea  Purchasing Manager  / Deputy Oversea  Purchasing Manager / Oversea  Purchasing Officer,Senior,"Food Project (Siam) Co., Ltd.",Yannawa,Degree,3 years,"Full Time, Permanent",Food and Beverage,Purchasing,40000
Business Developer  / Account Manager (Based in Chiang Mai),Entry Level,"Navigo Samui Co., Ltd.",Chiang Mai,Degree,N/A,Full Time,Travel Agency,Customer Service,27500
Sales Executive (Horeca / Hotels Channel) Bangkok & South Thailand,Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,1 year,Full Time,Petrochemical,Sales,37500
Sales CCTV/พนักงานขาย CCTV (Sales),Entry Level,"EP Technology Co., Ltd.",Bangkor-laem,Degree,N/A,Full Time,Electrical Equipment,Account Servicing,21500
Sales engineer / เจ้าหน้าที่ขาย,Entry Level,CHU KAI PUBLIC COMPANY LIMITED,Bangplee,Degree,1 year,Permanent,Motor Vehicles,Sales,25000
Production Shift Manager 60,Top,ManpowerGroup Thailand - ESB,Rayong,Degree,7 years,"Full Time, Permanent",Electronic,Engineering,80000
SENIOR MARKETING OFFICER (Chinese Speaking),Middle,"Siam Hiet Technology Co., Ltd.",Bangkok Area - Nakornpatom,Degree,3 years,Full Time,Wholesale,Marketing,40000
Project and Marketing Manager/ผู้ประสานงานโครงการ,Senior,English for Thais,Sathorn,Degree,3 years,Full Time,Social Services,Marketing Communication,72500
Assistant Accounting Manager,Entry Level,"grasia Bangkok Co., Ltd.",Klongtoey,Degree,2 years,Full Time,Public Relations,Administration,25000
Producer,"","1577 Home Shopping Co., Ltd.",Bangkapi,Degree,2 years,Full Time,Trading and Distribution,Marketing,22500
Senior Developer/เจ้าหน้าที่พัฒนาระบบ,"","Rapbizz Direct Co., Ltd.",Bangbor,Degree,5 years,"Contract, Full Time, Permanent",Information Technology,Programming,57500
Training Manager (Restaurant business),Middle,"Destination Resort Co., Ltd.",Wattana,Degree,5 years,Full Time,Hospitality,Operation,50000
Project Sales Executive/พนักงานขายประจำโครงการ,Middle,"NEX Inno Tech Co., Ltd.",Huaykwang,Degree,2 years,Full Time,Electronics,CS & Business Devpt,25000
Secertary to Engineering Department/เลขาแผนกวิศวกร,"","Sirayooth Co., Ltd. (Head Office)/ศิรายุทธ จำกัด",Kannayao,Degree,N/A,Permanent,Engineering - Electrical,Others,25000
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Marketing Services,Public Relations,27500
HRD Supervisor (Exp. in Recruit & Training with Good English Communication),"","Smartcruit Consultant Co., Ltd.",Klongtoey,Degree,5 years,"Full Time, Permanent",Freight Forwarding,Recruitment,32500
Electronic Engineering Audio Visual Technician/ช่างเทคนิคด้านภาพและเสียง,"","AstroServe (Thailand) Co., Ltd.",Bangkok,Diploma of High Vocational Education,Not Specified,"Full Time, Permanent",Information Technology,Engineering,18000
ผู้จัดการฝ่ายบริหารและพัฒนาทรัพยากรมนุษย์/Human  Resource Management and Development Department Manager,"","Buono (Thailand) Co., Ltd.",Bangkok Area - Nakornpatom,Not Specified,Not Specified,Permanent,Catering,Admin & HR,50000
Graphic Designer  (New Graduated are welcome),"","Gogoprint (Thailand) Co., Ltd.",Phayathai,Degree,2 years,"Full Time, Permanent",Printing,Product,18000
Customer Experience Specialist,Not Specified,Teledirect Telecommerce Sdn Bhd,Overseas,Not Specified,Not Specified,Full Time,Hospitality,Customer Service,32500
Software Engineer,"","Step Solutions Co., Ltd.",Meenburi,Degree,N/A,"Full Time, Permanent",Mechanical,Wireless,30000
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising,Event Marketing,27500
Structural Engineer,Entry Level,"H. ENGINEER CO., LTD./บริษัท เอช เอ็นจิเนียร์ จำกัด",Bangsue,Degree,N/A,"Full Time, Permanent",Architecture,QS,22500
Senior Developer   ด่วน !!,Middle,"Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,Information Technology (IT),52500
Feed Ingredient Logistic Supervisor /Feed Ingredient Logistic Supervisor,"",Cargill Meats (Thailand) Limited,Saraburi,Degree,2 years,Full Time,Food and Beverage,Freight Forwarding,25500
Business Consultant / Functional Consultant,Middle,Triple Dot Consulting,Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,Team Lead,72500
Accounting Officer (Entertainment Business),"",Thoresen Thai Agencies Public Company Limited,Phayathai,Degree,1 year,"Full Time, Permanent",Freight Forwarding,Taxation,23000
Editor,Entry Level,"TWENTY TWENTY ENTERTAINMENT CO., LTD.",Sathorn,Degree,2 years,Permanent,Entertainment,Video,25000
Administrative Assistant cum Accounts,"","B.K.S. S.A. (Thailand) Co., Ltd./บริษัท บี.เค.เอส. เอส.เอ. (ไทยแลนด์) จำกัด",Chonburi,Degree,3 years,Permanent,Engineering - Others,Procurement,27500
Sales Representative,"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising,Sales,27500
Sales & Recruitment Consultant (many positions !!),Entry Level,"Pasona HR Consulting Recruitment (Thailand) Co., Ltd.",Sathorn,Degree,N/A,"Full Time, Permanent",Human Resources Management,Professional Services,25000
Accounting Manager,Middle,"Santora Nakama (Thailand) Co.,Ltd",Sathorn,Degree,3 years,Full Time,Medical,Accounting,50000
HR Manager,"","Advance Clean Power Co., Ltd.",Klongsan,Degree,N/A,Full Time,Oil & Gas,Recruitment,67500
Marketing Manager,"",Beautrium Company Limited,Pathumwan,Degree,> 20,Full Time,Health & Beauty Care,Marketing,50000
Warehouse Manager/ Chemical background,"",RSM Recruitment (Thailand) Limited,Eastern > Others,Degree,5 years,Full Time,Human Resources Management,Supply Chain,80000
Group Accountant,Middle,JAC International,Jatuchak,Degree,3 years,"Full Time, Permanent",Human Resources Management,Accounting,72500
Lab Engineer / test method & specification (product/process/machine qualification),"",RSM Recruitment (Thailand) Limited,Chachoengsao,Degree,3 years,Full Time,Engineering - Electrical,Industrial,35000
Civil Foreman,Entry Level,NEXTEC CONSTRUCTION AND DESIGN COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Quantity Survey,QS,13000
Programmer,"","Hatari Wireless Co., Ltd.",Pathumwan,Degree,2 years,Permanent,Electronics,Information Technology (IT),20500
Brand Manager,Not Specified,"AK 91 GROUP CO., LTD.",Ladprao,Not Specified,Not Specified,Full Time,Wholesale,Public Relations,32500
IT Support /IT Helpdesk,"","N A T Consulting Co.,Ltd.",Jatuchak,Diploma of High Vocational Education,N/A,Full Time,Information Technology,CS & Business Devpt,16500
Programmer/เจ้าหน้าที่ นักพัฒนาระบบ,"",Office Of Insurance Commission,Jatuchak,Degree,N/A,"Full Time, Permanent",Pension Funding,Information Technology (IT),32500
Safety Supervisor / 35K++ / Chonburi Urgent !!,"","Skillpower Services (Thailand) Co., Ltd.",Chonburi,Degree,5 years,"Full Time, Permanent",Chemical,Environmental,32500
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Business Development,27500
Deputy Manager,"","Three D Eyebrows Co., Ltd.",Prakanong,Degree,10 years,Full Time,Health & Beauty Care,GM,95000
PRODUCT SPECIALIST,"",Cosmo Group Public Company Limited,Prakanong,Degree,3 years,Full Time,Jewellery,Lab,45000
Business Development & Marketing Manager/ผู้จัดการแผนกพัฒนาธุรกิจและการตลาด,"",ADGES Consulting,Wattana,Degree,3 years,"Full Time, Permanent",Service,Management,40000
Sales Representative,"",DAI NIPPON PRINTING (THAILAND) COMPANY LIMITED,Wattana,Degree,3 years,"Full Time, Permanent",Others,Sales,32500
Personal Assistant,Middle,"GEMS PAVILION CREATION CO., LTD.",Bangrak,Degree,5 years,Full Time,Watches,CS & Business Devpt,57500
Sales Property Manager wanted,Senior,"Siam MT Co., Ltd.",Klongtoey,Degree,5 years,"Full Time, Permanent",Consultancy,Management,62500
Customer Operations Executive (Ekamai 12),Entry Level,The Lorry Company Limited,Wattana,Degree,1 year,Full Time,Shipping,Others,20500
Technical Consultant (25,"",MFEC Public Company Limited,Dindaeng,Degree,N/A,"Full Time, Permanent",Information Technology,Application Specialist - Software,27500
Purchasing Manager/ผู้จัดการฝ่ายจัดซื้อ,Senior,"Kasem Glass Co., Ltd.",Yannawa,Degree,3 years,"Full Time, Permanent",Construction,Sourcing,40000
Sr. QA Manager/ผู้จัดการอาวุโส แผนกประกันคุณภาพ,"",JAC AYUTTHAYA,Central,Degree,13 years,"Full Time, Permanent",Manufacturing,Mechanical,105000
Web Programmer,"",Ayodia Limited Partnership,Klongsan,Degree,1 year,"Full Time, Permanent",Information Technology,Information Technology (IT),25000
Sales Support and Budget Control Staff,Entry Level,Adecco Recruitment (Thailand) Limited,Wattana,Degree,2 years,Permanent,Electronics,Export Import,22500
Administrative Officer/เจ้าหน้าที่ธุรการ,"","BIOMASS EXCHANGE CO., LTD.",Lopburi,Degree,N/A,"Full Time, Permanent",Power,Customer Service,14500
Brand Manager (Vixol Brand),Middle,I.P. Trading Ltd.,Sapan-suang,Degree,3 years,"Full Time, Permanent",Trading and Distribution,Marketing,57500
Front End Developer,"",Waylar Tech,Pathumwan,(N/A),N/A,Full Time,Telecommunication,Others,37500
Senior Talent Acquisition Executive / Senior HR Recruiter,"","Gogoprint (Thailand) Co., Ltd.",Phayathai,Degree,2 years,"Full Time, Permanent",Information Technology,Executive Search,37500
Club Services Coordinator (Customer Services,"",Anantara Vacation Club,Bangkok,High School Certificate,1 year,"Full Time, Permanent",Catering,Customer Service,50000
พนักงานขายคอมพิวเตอร์ (IT) 2 อัตรา,"",CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Wholesale,Distribution,18000
Cloud Server Engineer,Middle,RSM Recruitment (Thailand) Limited,Bangkok,Degree,5 years,Full Time,Information Technology,Programming,62500
Sales Coordinator/CS Officer/Purchasing Officer (Welcome Fresh Graduate),Entry Level,"Good Job Professional (Thailand) Co., Ltd./กู็ด จ๊อบ โปรเพสชัลแนล",Bangkok,Degree,1 year,Full Time,Consultancy,Admin & HR,23000
Sales Engineer (Factory Automation),Middle,JAC Recruitment Thailand,Bangkok,Degree,3 years,"Full Time, Permanent",Trading and Distribution,Engineering,32500
Drafting Engineer,Middle,Kelly Services,Sathorn,Degree,2 years,"Contract, Full Time",Building,Structural,22500
PR/Corporate Communication Manager,"",Argyll Scott Asia,Bangkok,Degree,N/A,"Full Time, Permanent",Others,Marketing Communication,140000
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising,Sales Management,27500
